customer_age,account_balance,annual_income,loan_amount,loan_duration_months,num_of_credit_cards,credit_card_utilization,monthly_salary,num_of_loans,num_of_defaults,num_of_transactions,avg_transaction_value,loan_to_income_ratio,credit_score,investment_value,savings_account_balance,fixed_deposit_amount,num_of_dependents,customer_tenure_years,emi_amount,house_value,insurance_amount,spending_score,digital_transactions_ratio,mobile_banking_usage_hours,branch_visits_per_month,internet_banking_logins,loan_interest_rate,customer_satisfaction_score,risk_factor,bank_profit
22,53916.91,644133.5,348469.96,19,3,0.47,61515.5,2,2,277,1237.43,0.58,734.8,165390.54,27800.31,183618.24,2,11.13,8759.15,3275844.13,53336.45,11.94,0.01,4.78,6,4,10.28,2.58,0.82,209375.34
69,30432.54,612670.8,384801.14,68,4,0.06,67043.68,2,1,128,2479.42,0.99,748.22,134018.71,22111.65,59670.84,2,8.01,8139.13,4837104.31,175020.78,65.31,0.3,7.95,9,26,8.49,5.18,0.84,209206.47
51,58165.06,695145.1,295030.47,66,0,0.26,58213.71,2,2,145,1914.55,0.6,702.72,145117.67,23065.78,93632.35,0,0.67,12702.53,5087125.11,83231.84,60.15,1.0,12.7,7,4,7.16,6.83,0.72,287366.18
23,15948.33,624205.05,179614.85,36,0,0.44,61406.0,1,0,398,1575.12,0.79,691.5,141456.06,34070.95,249635.32,0,8.0,9013.46,4418771.69,33804.24,4.88,0.43,14.32,2,16,10.51,6.48,0.25,206738.61
39,70583.11,899985.48,408964.89,22,2,0.16,35215.51,0,0,379,1003.23,0.73,711.67,130281.76,22190.14,155010.36,2,1.94,8518.84,6678147.15,211094.43,31.96,0.89,0.31,6,29,10.86,1.63,0.72,361367.21
28,59451.95,295922.35,207522.33,29,1,0.95,44397.51,0,0,295,1843.6,0.7,609.67,28364.69,13922.68,335995.33,0,10.06,8259.27,2459191.19,79157.01,39.5,0.33,5.29,7,5,6.67,1.58,0.25,191650.66
65,55120.59,436579.4,223188.98,28,4,0.77,76329.22,0,2,321,1805.71,0.72,674.12,33141.31,6543.2,193876.88,2,8.7,11783.71,4955647.69,103798.57,24.81,0.53,10.02,9,12,6.25,9.69,0.21,208054.51
33,69653.82,433049.27,277387.03,55,1,0.27,63141.93,2,1,206,2103.74,0.45,678.8,134033.62,21131.51,91922.83,1,0.65,9370.7,2291118.32,32186.19,3.87,0.85,7.92,5,8,8.0,2.37,0.55,210517.83
50,83309.49,937576.9,374332.83,32,4,0.59,54022.4,2,1,165,2434.89,0.47,661.56,149266.03,16685.33,189041.73,0,3.47,16638.42,4375432.76,97879.71,31.88,0.61,14.15,3,23,9.76,3.65,0.68,396394.49
26,70287.4,1127653.34,318318.08,20,4,0.72,67292.57,2,1,67,1514.92,0.47,640.53,71793.06,28083.14,229098.07,0,11.76,10172.34,4800054.53,166908.55,79.26,0.73,0.25,5,11,10.76,7.91,0.05,402418.74
23,13182.52,673887.7,283189.24,55,4,0.94,67587.93,2,0,221,3054.96,0.03,729.9,55449.49,35776.98,186535.29,2,4.5,6380.19,4288179.02,128197.64,36.01,0.23,6.57,8,9,9.28,4.69,0.06,323748.09
33,24408.46,657794.57,287063.08,41,1,0.88,89863.42,3,2,65,1676.88,0.24,688.5,110506.01,9702.95,134924.74,3,7.74,8689.38,2157433.0,31966.57,32.34,0.16,10.03,2,0,9.48,2.63,0.78,315307.13
46,37503.63,717513.04,253481.17,13,3,0.52,62446.0,2,1,289,2361.32,0.15,693.05,41917.81,11141.53,31625.98,3,5.02,11965.96,4385856.75,69472.84,94.18,0.23,3.26,1,10,10.8,5.21,0.86,329458.52
20,50521.82,990469.58,294651.16,8,1,0.77,44062.39,1,2,105,2054.1,0.89,751.23,93244.09,19758.41,127428.79,1,13.86,8199.49,4503506.09,136727.25,4.16,0.49,10.89,4,28,9.17,6.12,0.6,422036.63
37,60353.18,468161.72,47635.19,67,4,0.56,58264.55,3,1,128,1880.77,0.27,670.23,85795.74,12000.68,266733.14,0,8.28,9948.34,5576979.0,125465.71,76.73,0.8,1.22,6,5,9.67,5.07,0.43,162929.08
53,35485.12,759592.25,226271.4,52,2,0.55,69113.48,3,0,152,2024.03,0.14,660.56,91021.73,17779.74,94229.83,0,10.59,12935.37,2787570.65,80559.39,48.31,0.35,6.77,2,2,9.1,9.27,0.85,263188.26
36,53735.34,943799.41,269305.75,66,0,0.11,74934.89,2,2,333,1435.83,0.12,748.06,175377.24,14638.27,121172.52,2,1.71,13386.6,6229155.69,115882.76,94.45,0.56,10.14,4,5,11.28,3.56,0.73,358407.63
43,34892.34,825273.54,157918.87,37,4,0.13,35774.52,0,1,242,1767.46,0.7,605.46,74640.34,9922.22,219530.25,3,1.08,8426.75,1478619.81,52073.71,39.35,0.8,4.0,3,8,7.41,6.95,0.58,299089.06
20,37769.64,747395.4,280905.87,18,2,0.53,63805.6,2,1,54,1196.15,0.01,682.56,102136.35,28258.85,193379.18,3,4.26,9229.53,2944802.4,47719.67,70.8,0.24,1.11,6,21,7.58,2.01,0.32,271064.21
36,21866.78,950261.52,233642.3,6,3,0.27,46541.18,0,1,155,1670.44,0.47,643.12,47513.75,20752.82,58307.03,1,4.98,10290.47,4711365.2,268.34,6.99,0.88,14.36,1,7,6.77,4.53,0.2,427109.55
37,31535.34,24191.93,390438.06,39,4,0.02,51500.52,2,1,327,1720.0,0.12,694.63,137614.96,38303.69,142396.83,3,10.47,14026.98,4872788.85,137015.48,92.88,0.95,13.71,6,29,10.92,7.67,0.42,202252.39
49,22966.31,869468.83,375841.58,67,2,0.72,72687.59,2,0,149,2507.13,0.85,708.6,92816.58,23590.07,248487.88,3,8.75,6700.59,6314346.37,95792.98,34.45,0.04,13.9,1,14,8.47,3.02,0.29,362720.14
24,30482.53,536481.08,212735.55,36,4,0.03,71193.73,0,1,287,1800.84,0.96,711.38,147132.33,32885.32,151853.5,3,5.93,11079.17,4731906.33,100168.88,52.4,0.06,14.68,2,21,8.09,6.31,0.34,282742.06
69,71072.84,242341.78,237932.98,69,1,0.6,49827.71,0,1,318,1731.15,0.96,731.31,1715.72,12712.03,250186.17,2,9.98,10166.32,4378153.61,0.0,13.85,0.09,2.77,4,5,11.89,2.38,0.52,155444.21
58,31012.02,827800.65,244084.19,30,2,0.54,57632.37,0,0,370,2132.02,0.44,667.37,97674.76,12587.93,254144.31,3,2.87,7308.94,5033324.1,98014.65,94.56,0.78,2.37,6,22,11.56,1.92,0.17,299181.41
50,102647.64,1043414.64,213867.24,43,1,0.97,51958.77,0,1,135,2108.51,0.64,670.49,105285.1,42208.71,85063.8,1,1.42,13712.02,1690480.73,122042.22,67.3,0.19,0.51,5,10,11.83,5.71,0.81,397884.49
57,59866.36,665637.87,265602.0,19,1,0.48,103375.54,1,2,369,1645.38,0.6,706.33,136460.93,13910.84,129346.85,3,12.89,12971.02,3290800.41,16422.13,5.39,0.73,13.38,6,28,6.85,7.08,0.15,237848.2
56,53696.72,938218.64,189337.43,13,2,0.06,64175.37,0,2,81,2236.54,0.35,724.38,74320.05,10508.5,196032.25,1,8.68,14614.83,3089597.79,101768.0,15.52,0.44,11.29,5,9,11.35,2.02,0.48,285947.81
35,32832.84,1103069.56,159550.77,59,0,0.55,47407.78,2,1,385,1892.81,0.44,614.98,131472.99,8287.54,42361.98,2,9.91,13540.61,5642324.3,97339.74,39.98,0.84,9.5,0,10,7.97,9.26,0.75,409374.68
57,64006.2,1028728.61,299816.9,7,2,0.84,79832.51,2,0,100,1644.4,0.06,695.71,78902.58,39157.51,134386.54,2,4.96,10030.6,6060008.78,81387.93,21.68,0.81,13.92,4,3,6.08,3.03,0.49,419848.6
18,38487.24,1109991.13,300362.37,61,0,1.0,80361.92,1,0,128,1702.71,0.8,660.24,103750.29,17253.03,188233.05,1,5.89,11858.27,6737958.77,152304.91,30.46,0.96,8.63,0,28,8.35,2.08,0.36,558354.85
28,52440.2,885531.87,185654.74,66,4,0.43,86875.06,0,0,235,2569.61,0.24,684.36,136878.06,24033.92,106442.43,2,1.69,10995.5,5183463.22,142707.09,99.75,0.25,1.95,6,12,9.06,2.82,0.47,324831.46
45,101201.69,718858.41,321628.43,27,4,0.32,91319.91,2,1,223,1720.74,0.46,662.17,62809.22,21513.97,191167.5,0,12.93,7278.75,5570412.85,232707.48,65.86,0.23,2.65,3,7,6.65,2.53,0.85,274037.82
42,48078.8,299508.55,199473.78,40,2,0.91,70615.72,1,1,155,2156.68,0.48,643.86,129623.39,12765.9,107987.91,0,9.09,6086.78,4612726.02,51482.9,92.22,0.03,1.98,4,19,9.23,1.82,0.99,200302.23
67,72985.47,638484.38,270253.22,21,4,0.19,54752.22,2,2,112,1230.56,0.56,629.07,113396.1,17036.97,107212.35,0,1.71,11107.03,3900829.5,117145.66,43.58,0.41,4.61,0,14,10.92,8.18,0.63,264865.21
40,35936.47,489188.35,315627.52,55,3,0.62,56960.75,1,0,125,2669.18,0.82,672.45,86653.03,28456.84,202093.01,0,12.17,10289.42,3204470.05,159994.93,71.03,0.46,5.69,7,6,8.27,5.46,0.79,206280.32
48,49300.23,1242735.68,247310.99,48,1,0.41,55618.87,1,1,365,1650.2,0.69,697.92,73271.74,7741.42,245763.15,0,6.94,8990.76,3096946.4,72312.2,45.97,0.96,11.95,3,0,8.12,4.5,0.01,411348.55
47,85416.01,656028.55,286379.27,22,1,0.04,53943.67,3,1,370,2240.17,0.66,649.85,15966.85,26741.68,100247.88,2,11.59,9722.89,2854563.89,167650.23,32.82,0.83,2.87,2,27,8.03,9.56,0.88,256821.82
59,37460.66,730801.2,208685.63,63,0,0.35,78599.05,3,1,130,1849.06,0.53,739.49,96789.36,34340.38,65204.78,1,0.68,15308.39,5377330.97,114596.16,51.92,0.17,10.88,0,24,11.54,4.34,0.95,333652.73
52,86248.97,837871.34,234282.67,7,4,0.27,60010.81,0,0,177,2233.3,0.1,802.92,86719.93,22923.75,147392.05,2,0.92,3461.17,4008082.37,30132.14,42.73,0.8,7.37,3,25,6.29,2.5,0.58,344521.36
24,64155.04,710900.61,233531.25,9,0,0.69,74571.33,3,0,232,2266.06,0.4,700.66,125565.27,33334.0,182683.11,3,2.98,11919.69,3631749.76,48565.1,98.05,0.18,14.99,2,8,8.67,3.47,0.75,248818.17
33,38750.66,1123762.76,190273.73,44,1,0.95,70147.75,1,2,292,1913.2,0.96,677.94,121519.92,6285.87,99549.1,0,3.56,12527.56,2067404.67,76785.82,49.62,0.08,11.65,7,22,7.59,3.15,0.51,484661.16
43,62648.15,544337.66,235858.07,11,1,0.27,43520.18,2,0,234,880.42,1.0,634.39,142804.69,1699.58,266248.21,0,11.58,12903.17,3404192.73,96470.76,81.11,0.84,14.53,8,7,11.36,5.49,0.29,198317.53
65,69451.09,748651.86,126110.54,25,4,0.81,34242.35,2,1,269,2654.61,0.73,698.5,144269.17,22426.44,139721.18,2,10.75,5864.94,4155473.36,149537.64,66.68,0.98,5.14,4,1,6.58,3.62,0.85,235897.17
69,62436.2,514382.35,210707.7,69,3,0.06,41450.06,0,2,120,1916.06,0.23,753.86,226221.52,14136.55,98944.23,3,9.43,9120.42,2656308.59,96413.21,47.96,0.09,1.85,8,25,8.47,5.64,0.6,289276.19
66,18595.51,369994.37,227209.96,21,3,0.54,53599.4,3,0,391,2220.8,0.1,777.42,120546.4,28787.65,285219.15,2,13.33,8970.57,7691995.13,147971.74,47.42,0.81,7.59,0,13,8.44,7.02,0.58,260760.8
19,35457.26,547057.73,229505.62,56,4,0.07,62014.92,0,0,203,2415.03,0.41,749.81,65581.18,16895.56,238657.96,1,4.08,10875.96,2891582.63,104318.07,34.19,0.86,1.86,6,29,11.33,8.0,0.66,249008.74
18,45049.63,690740.8,230680.2,42,4,0.93,50275.5,1,0,294,1725.7,0.86,722.17,133047.72,21471.92,99080.02,0,13.61,6611.78,5883104.69,100495.19,10.7,0.12,7.39,6,11,7.29,7.39,0.86,220318.84
65,48511.33,592674.44,245058.86,47,0,0.77,70545.98,3,0,189,2310.28,0.72,700.51,164236.16,20809.84,224699.86,2,13.69,11135.43,4355372.17,88322.27,76.15,0.28,4.05,5,25,9.87,2.85,0.73,268547.38
29,62413.44,526894.76,288355.32,62,4,0.66,52084.72,0,1,120,1551.44,0.88,627.57,118995.89,21128.84,104090.91,1,6.8,7345.7,3820239.9,139280.98,91.81,0.73,7.37,3,22,6.81,2.04,0.21,174653.46
22,53554.02,348420.63,319961.37,71,3,0.82,63854.36,2,0,95,2232.53,0.62,675.01,15028.36,14573.55,203730.36,0,1.87,9107.26,4200683.11,105179.11,21.8,0.81,14.24,8,16,11.72,5.88,0.47,311008.04
54,23293.11,679223.61,198018.78,14,4,0.65,61763.73,2,1,96,2011.82,0.13,669.21,122214.41,6353.52,274412.71,0,11.04,14035.16,4516872.88,70697.81,92.57,0.35,4.34,2,18,9.56,2.79,0.98,280962.34
49,57603.96,323819.91,153743.93,69,0,0.97,86016.5,0,1,128,1746.5,0.11,675.34,74805.13,17808.08,65381.36,0,5.39,12526.46,4771819.53,113283.18,23.23,0.16,14.9,0,5,9.76,1.76,0.55,181877.43
26,62211.71,890013.99,166636.45,27,0,0.71,45371.39,0,1,198,2028.2,0.05,644.03,47122.96,34500.42,112356.09,3,12.03,10371.48,3321685.82,81707.01,53.01,0.65,3.44,1,20,8.6,5.74,0.94,292217.98
58,61195.81,720609.94,211023.77,39,0,0.92,93126.29,0,2,179,1366.88,0.57,717.89,107467.47,13911.72,113891.82,2,2.87,5823.22,5171185.0,79496.45,34.36,0.7,3.12,2,4,8.05,3.94,0.81,365342.4
52,71615.61,335612.13,221846.29,60,0,0.52,51084.75,1,1,176,2185.42,0.24,666.31,38967.4,13856.53,168592.59,0,8.32,10997.14,4164831.33,147305.94,11.45,0.5,8.17,1,24,7.28,7.81,0.67,131866.39
36,66678.44,622697.73,188400.31,34,2,0.12,39899.15,1,0,168,2247.69,0.73,662.25,140925.88,21576.47,183133.41,0,7.87,11198.78,2902484.84,93625.35,5.28,0.14,12.63,5,5,9.62,3.83,0.35,212107.15
65,59183.6,511960.9,146310.67,43,4,0.53,56746.28,2,2,311,2207.38,0.69,644.2,129235.17,8228.97,143763.0,1,1.95,3701.76,3986601.13,185383.82,36.53,0.84,11.24,6,2,11.73,9.81,0.3,214795.46
33,48596.69,779793.63,213510.33,23,1,0.13,108602.09,1,0,293,2901.3,0.32,691.61,96533.24,30034.88,32271.24,2,5.77,11052.55,6203628.79,129410.58,4.73,0.65,10.85,4,15,8.16,7.83,0.64,345798.88
20,16780.78,1035112.61,264514.13,70,4,0.59,73428.08,1,1,152,1943.02,0.18,754.84,77996.87,9182.65,63829.25,1,1.73,6771.8,4763316.59,69368.87,10.42,0.87,4.24,4,17,11.3,1.52,0.43,489796.59
37,58592.36,231206.88,297602.36,6,2,0.48,69044.46,3,0,86,1984.33,0.1,679.49,92636.03,17107.03,88151.59,2,7.24,5561.27,4505481.84,66622.84,14.23,0.93,0.34,6,13,6.89,5.58,0.8,238372.95
41,54153.75,728756.52,205406.16,9,0,0.62,71927.8,1,2,191,1297.84,0.74,694.09,59563.39,45389.08,189192.77,0,12.72,6634.06,4022752.43,50369.61,0.19,0.81,2.43,5,24,11.62,6.06,0.76,328667.25
50,55431.58,659966.8,216960.17,9,2,0.01,48456.1,3,2,86,2943.48,0.45,776.76,96918.23,8574.36,52342.28,3,4.42,3515.56,4117073.11,124237.71,15.33,0.96,5.24,7,14,8.1,7.26,0.31,222507.81
41,24465.03,867835.02,175864.14,32,3,0.19,64890.67,1,0,57,1101.11,0.32,740.17,0.0,34723.71,86042.2,1,11.59,8777.24,4764125.59,65735.39,57.73,0.95,14.58,8,25,8.28,5.48,0.7,266932.77
69,28378.87,753299.16,247484.87,48,3,0.49,60037.53,2,0,280,2137.14,0.86,709.39,103548.4,21212.48,70645.01,3,3.16,6984.16,4181422.54,9375.37,81.95,0.62,13.8,1,29,8.78,5.35,0.49,259500.9
28,71063.06,512007.67,182125.71,64,4,0.95,87136.0,0,0,382,1631.13,0.59,707.28,104568.8,22623.18,173891.32,3,10.27,13421.75,5044934.25,33942.57,19.34,0.73,3.01,1,3,10.31,4.31,0.32,207286.35
66,49208.9,620236.52,295850.23,37,4,0.38,58369.68,2,2,345,2037.39,0.52,649.85,133805.99,11906.39,229221.95,3,13.78,8922.82,4887909.52,55834.42,8.09,0.7,10.88,0,10,10.32,3.44,0.41,174440.68
25,63630.01,500993.54,107130.68,38,1,0.42,54325.85,1,1,156,1215.16,0.74,644.96,111992.46,27987.51,160790.78,2,5.2,7840.52,3068433.59,113474.14,72.95,0.62,8.69,6,4,8.88,9.52,0.9,257152.5
53,50566.37,969001.78,221229.63,33,1,0.71,42528.01,0,0,397,2535.0,0.82,687.07,139093.39,16340.75,289545.23,2,13.56,5221.0,5133447.44,96695.07,0.82,0.02,0.75,3,8,9.14,3.86,0.36,315642.62
55,50595.12,705327.91,274088.59,60,3,0.6,62100.22,0,1,67,1426.89,0.69,688.34,121881.24,8522.15,160776.4,3,7.83,8716.22,3354485.55,137713.69,73.42,0.36,5.58,8,4,6.18,1.57,0.29,235997.78
57,68765.68,1175297.67,264706.76,65,0,0.3,64394.28,0,2,362,2699.75,0.44,637.51,141460.97,34556.6,143409.83,0,5.09,14060.35,3305130.28,63712.38,13.11,0.1,7.29,5,6,7.83,2.51,0.35,409693.55
37,39679.11,684834.8,465442.69,67,2,0.41,41976.18,3,0,132,1443.43,0.38,715.16,204857.0,16141.51,95107.96,0,13.5,14641.96,4469678.49,87025.71,22.83,0.3,10.01,6,17,8.08,8.72,0.21,285420.51
52,51922.42,522898.31,277984.0,39,1,0.22,66797.45,2,0,337,2585.13,0.77,666.14,116800.69,1406.17,164209.28,3,0.96,8905.78,4809850.25,169893.34,12.01,0.07,4.42,6,17,9.35,6.28,0.54,276100.13
65,40754.49,321571.4,169675.63,61,1,0.97,63497.69,3,2,243,1501.42,0.52,736.37,107360.97,17312.93,92125.68,1,0.91,9791.47,5237910.97,86352.84,24.73,0.92,14.01,7,19,9.35,8.01,0.15,96693.36
42,41310.08,249215.08,242362.86,18,0,0.13,75201.69,0,0,264,1631.23,0.7,677.23,147481.96,28080.7,81471.6,1,9.2,12108.71,1912398.51,108978.18,79.82,0.45,6.78,3,23,10.26,8.28,0.82,182551.0
52,43816.56,303966.01,107900.29,61,0,0.37,78185.52,2,1,330,1998.89,0.89,672.8,81270.74,26483.62,79470.7,2,12.05,6923.38,5447096.98,73748.22,13.25,0.19,3.73,2,1,10.3,8.41,0.23,171599.53
42,54442.68,766781.66,243552.02,23,4,0.03,61414.19,2,2,269,1491.24,0.92,633.13,95232.49,13591.21,134304.08,1,11.4,11107.18,4995194.45,90978.25,99.42,0.58,4.75,2,25,7.41,5.96,0.6,267739.51
46,40425.03,827181.26,183355.52,59,2,0.22,44454.53,1,2,338,1473.57,0.28,638.61,116839.78,10225.19,114992.82,0,1.65,17100.19,3628677.88,119010.72,32.71,0.2,11.28,9,22,10.62,2.59,0.13,265646.57
35,75115.12,304702.32,323231.22,48,0,0.78,47540.68,3,0,393,1498.2,0.19,745.89,102896.6,6338.23,335831.37,3,14.28,12295.34,4216408.94,126283.74,92.2,0.8,9.6,7,12,6.12,2.33,0.98,147544.65
63,32107.85,923759.58,206036.78,44,1,0.2,86431.91,3,2,243,2191.31,0.26,693.45,102716.54,19772.37,164656.6,1,10.69,12199.65,4737719.05,104725.17,19.0,0.31,11.13,2,12,10.3,6.17,0.45,279933.56
35,46262.57,579234.74,240658.73,66,1,0.08,62482.34,1,0,207,1999.73,0.75,699.47,135991.17,21509.96,163504.41,3,14.26,14031.44,312263.92,89606.58,18.79,0.31,4.39,7,16,6.61,4.3,0.82,233315.9
19,41205.38,736698.25,199155.37,47,3,0.47,86192.31,3,0,153,2031.58,0.37,760.03,32157.81,27089.61,111363.03,1,5.27,12711.35,2998770.26,105208.24,56.53,0.87,4.9,1,24,10.38,6.02,0.77,278991.02
52,78939.56,1103055.16,389108.11,23,0,0.01,67479.07,0,2,83,1805.22,0.17,614.12,181338.36,18509.66,364583.22,2,10.56,9241.54,5893530.29,70554.86,5.06,0.56,5.95,4,25,9.16,5.49,0.71,376243.53
33,53931.1,924209.83,224300.58,28,4,0.08,71306.03,0,0,151,2329.22,0.1,713.56,119436.0,18213.32,85323.66,0,12.97,6460.61,3777143.81,91380.09,80.1,0.89,2.83,4,21,8.62,6.42,0.83,319153.86
58,70636.89,632867.34,396604.56,59,2,0.81,74080.85,3,1,176,2630.03,0.33,600.61,83989.55,17215.07,116840.32,2,6.02,9599.52,4396894.17,113293.58,43.96,0.41,10.37,6,26,10.14,1.29,0.1,304498.6
53,20288.79,477201.94,315132.14,35,4,0.77,41652.92,1,1,263,2345.37,0.14,658.12,165122.12,21527.02,219944.75,3,14.49,7090.96,4360022.01,139479.67,69.92,0.34,4.94,4,16,6.22,1.3,0.68,243445.73
50,55341.01,162046.15,288565.34,63,1,0.92,64604.26,2,0,374,1874.62,0.16,622.75,104141.36,18663.36,164164.6,0,4.34,9154.36,5357583.33,63539.32,17.46,0.51,4.89,8,25,7.34,7.49,0.27,3016.9
21,67792.62,520211.67,279498.65,23,4,0.85,41445.02,3,1,345,1267.53,0.68,722.93,105195.94,29390.87,60887.49,0,5.08,7386.26,4012029.82,92911.95,64.24,0.06,4.04,2,5,9.7,2.74,0.79,268399.15
50,51645.68,647217.44,281503.78,12,1,0.68,55726.31,2,0,228,813.75,0.02,585.51,91411.87,23108.45,151910.47,2,13.84,8830.39,4113408.32,59796.73,59.41,0.15,6.79,8,13,11.08,6.87,0.96,340175.44
31,71309.61,453205.12,95786.19,45,1,0.05,69602.54,1,1,129,1961.08,0.12,668.5,158707.75,21080.02,197577.93,1,14.56,5544.02,4728692.75,82222.29,75.57,0.22,11.58,0,20,8.29,5.92,0.9,150082.17
38,39654.23,667185.76,227689.33,70,1,0.78,44619.99,2,2,190,804.09,0.84,622.06,99625.96,19582.68,185841.37,2,4.64,7920.06,5515980.83,140020.17,29.74,0.82,12.53,2,13,7.55,9.84,0.11,175276.58
65,78186.95,719212.97,317612.64,54,1,0.85,68390.06,1,0,80,1880.42,0.84,637.26,77663.36,10581.75,196282.9,3,2.48,11216.54,5895702.85,78538.94,93.32,0.73,12.07,3,11,9.11,8.52,0.37,268597.17
37,95977.96,643786.0,246088.23,57,1,0.8,37524.47,1,0,112,2841.57,0.33,644.96,139950.92,19993.47,302998.85,1,11.51,11973.81,4117233.02,96160.19,96.13,0.19,9.32,5,4,9.73,4.72,0.36,235956.42
25,42743.23,537499.35,137584.81,34,3,0.51,77149.8,0,0,97,1307.92,0.09,745.96,147318.22,13534.72,169007.11,2,13.98,11322.83,3910926.32,50528.26,86.81,0.28,4.21,9,4,8.52,6.55,0.12,277736.51
24,41089.95,742163.67,245807.64,26,4,0.23,50033.44,0,0,136,1228.34,0.7,663.24,164264.33,23465.51,205695.11,2,9.21,8872.05,4324489.18,77555.18,57.2,0.94,11.02,7,3,11.26,2.06,0.1,254058.26
20,79067.69,810485.16,386328.44,14,3,0.85,44593.24,1,0,353,2382.16,0.36,766.37,125343.96,17911.41,0.0,1,9.7,10374.47,6102051.86,38065.27,42.03,0.09,0.59,6,22,9.14,4.48,0.38,340627.53
34,81591.44,427400.23,349751.34,52,3,0.73,38469.66,3,0,110,316.56,0.05,776.83,145850.66,36643.15,280589.54,1,11.56,15831.9,5433949.95,111149.3,5.8,0.55,11.97,7,28,6.21,7.6,0.99,321447.33
50,39542.8,1052733.09,245039.68,47,0,0.98,51309.69,0,2,383,2229.08,0.16,785.68,89629.87,7380.49,154549.96,1,2.72,7837.76,3924284.62,114723.74,94.72,0.52,11.7,5,24,7.34,6.6,0.57,388573.36
65,41596.26,675352.97,326115.94,56,0,0.16,31385.82,1,2,323,2881.11,0.14,677.06,141031.98,0.0,89239.61,2,14.62,14814.76,2563144.65,113475.56,95.18,0.73,10.05,5,12,8.7,5.36,0.62,305069.54
29,44364.31,704712.41,220679.44,61,0,0.23,51774.01,2,1,333,1476.51,0.59,690.52,129700.9,22676.63,136334.03,1,5.78,5668.42,5828362.64,116044.09,1.87,0.26,1.47,5,3,10.19,2.59,0.47,275978.87
68,23110.99,877053.61,113690.27,56,2,0.21,76492.31,2,0,129,1373.46,0.9,698.9,121218.41,13567.53,196376.53,1,9.61,4873.49,5963100.16,113548.53,35.69,0.93,14.96,2,17,7.32,8.23,0.66,358605.74
39,31626.96,758304.03,176042.72,25,0,0.79,57169.33,3,1,229,2354.01,0.79,661.63,37715.01,21610.61,222432.4,1,7.29,9558.16,3166899.61,38948.42,88.0,0.41,11.35,9,15,11.86,3.46,0.96,292361.7
39,29917.18,938284.16,375031.1,32,4,0.19,42337.22,2,1,321,1297.55,0.55,701.22,84473.04,7643.62,143332.68,0,7.29,9887.65,3965757.18,68488.59,8.09,0.29,11.02,3,17,7.91,8.38,0.59,475591.13
63,34644.05,771781.04,228080.55,43,3,0.07,63393.95,2,2,126,2486.49,0.42,633.24,98171.4,39089.6,192100.94,3,10.69,6608.11,5551826.17,10250.73,19.66,0.34,0.96,5,1,9.19,6.5,0.07,391413.37
47,49306.3,546890.66,230529.28,70,4,1.0,62068.44,1,1,270,1346.41,0.62,586.23,121263.84,16134.89,131574.81,1,14.92,9012.66,4962959.3,81457.02,97.87,0.35,5.98,6,22,6.11,4.35,0.49,250574.94
55,54684.29,790375.88,226012.94,59,0,0.02,89349.15,2,2,331,3061.04,0.44,715.71,196029.48,12920.54,184413.92,3,10.06,11207.86,2106824.48,65170.73,84.73,0.2,1.29,2,3,11.31,1.37,0.99,311159.13
55,81010.01,414068.45,402330.93,29,2,0.84,71860.82,2,1,77,2397.38,0.25,662.51,134369.76,38904.92,164439.11,1,12.01,7075.4,3146357.49,98452.47,91.21,0.93,5.42,3,19,10.73,3.09,0.39,248139.77
62,30032.92,727139.93,380076.71,52,2,0.37,64583.97,2,0,126,2022.83,0.68,631.17,67599.47,28403.43,171057.82,1,0.9,13047.74,5197946.42,198378.51,14.22,0.17,8.56,5,16,7.17,9.0,0.59,294979.57
68,69686.45,691692.5,427502.42,68,3,0.84,73576.0,2,1,213,3026.45,0.87,637.49,80790.26,33895.11,128232.5,0,12.25,13375.49,4799049.83,131291.1,21.13,0.88,13.18,0,19,11.6,8.36,0.11,328189.14
25,45720.22,647970.79,237276.38,62,4,0.55,57984.28,1,2,58,2618.93,0.37,755.76,155594.55,18278.23,178256.08,0,4.85,13735.16,5299212.59,161183.18,60.54,0.4,4.24,6,5,7.9,6.17,0.14,194944.85
44,49010.73,667865.62,273649.96,60,1,0.9,58868.8,2,2,224,2221.17,0.84,703.21,79031.19,20469.1,92141.74,1,2.34,7276.3,5436680.74,132856.6,50.17,0.27,9.35,0,17,10.15,5.2,0.87,235023.17
44,63496.39,229537.74,128668.6,65,4,0.93,84884.1,3,2,356,882.07,0.43,603.88,140748.18,14032.74,163623.31,1,2.14,7666.4,4790049.29,95997.0,29.85,0.2,2.47,9,19,10.91,6.82,0.3,151465.05
51,27545.56,562818.77,368154.75,67,0,0.01,35466.31,0,1,125,1579.1,0.4,620.65,104688.88,12865.28,105587.28,1,10.36,9481.38,5004454.11,99611.99,88.38,0.5,5.31,8,26,10.45,5.2,0.31,298490.37
38,57648.19,723211.23,156577.64,35,1,0.08,74519.18,3,1,294,2651.25,0.03,665.41,93344.44,23982.39,80443.58,3,14.97,9183.27,3816495.47,134583.41,90.14,0.67,14.21,9,6,11.51,6.8,0.39,258744.93
47,53329.04,739964.1,267342.05,27,2,0.25,58338.13,0,2,171,1219.92,0.7,703.82,79637.38,16315.48,100610.6,1,10.16,9022.93,4637093.9,109934.04,29.17,0.9,11.21,8,12,11.19,3.77,0.97,311715.01
